1.000000000000000000e+00,8.414709848078965049e-01
1.100000000000000089e+00,8.912073600614354163e-01
1.200000000000000178e+00,9.320390859672263995e-01
1.300000000000000266e+00,9.635581854171930694e-01
1.400000000000000355e+00,9.854497299884602546e-01
1.500000000000000444e+00,9.974949866040544455e-01
1.600000000000000533e+00,9.995736030415051099e-01
1.700000000000000622e+00,9.916648104524685703e-01
1.800000000000000711e+00,9.738476308781950364e-01
1.900000000000000799e+00,9.463000876874142486e-01
2.000000000000000888e+00,9.092974268256813764e-01
2.100000000000000977e+00,8.632093666488732664e-01
2.200000000000001066e+00,8.084964038195895375e-01
2.300000000000001155e+00,7.457052121767193675e-01
2.400000000000001243e+00,6.754631805511499554e-01
2.500000000000001332e+00,5.984721441039554390e-01
2.600000000000001421e+00,5.155013718214630503e-01
2.700000000000001510e+00,4.273798802338285574e-01
2.800000000000001599e+00,3.349881501559033858e-01
2.900000000000001688e+00,2.392493292139806771e-01
3.000000000000001776e+00,1.411200080598654649e-01
3.100000000000001865e+00,4.158066243328871481e-02
3.200000000000001954e+00,-5.837414342758186214e-02
3.300000000000002043e+00,-1.577456941432504034e-01
3.400000000000002132e+00,-2.555411020268333888e-01
3.500000000000002220e+00,-3.507832276896219459e-01
3.600000000000002309e+00,-4.425204432948544597e-01
3.700000000000002398e+00,-5.298361409084952900e-01
3.800000000000002487e+00,-6.118578909427210277e-01
3.900000000000002576e+00,-6.877661591839756561e-01
4.000000000000002665e+00,-7.568024953079299788e-01
4.100000000000003197e+00,-8.182771110644123658e-01
4.200000000000002842e+00,-8.715757724135894113e-01
4.300000000000002487e+00,-9.161659367494560113e-01
4.400000000000003020e+00,-9.516020738895168973e-01
4.500000000000003553e+00,-9.775301176650977864e-01
4.600000000000003197e+00,-9.936910036334648533e-01
4.700000000000002842e+00,-9.999232575641009424e-01
4.800000000000003375e+00,-9.961646088358403484e-01
4.900000000000003908e+00,-9.824526126243318114e-01
5.000000000000003553e+00,-9.589242746631374548e-01
5.100000000000003197e+00,-9.258146823277311199e-01
5.200000000000003730e+00,-8.834546557201514716e-01
5.300000000000004263e+00,-8.322674422238988123e-01
5.400000000000003908e+00,-7.727644875559849247e-01
5.500000000000003553e+00,-7.055403255703893706e-01
5.600000000000004086e+00,-6.312666378723181815e-01
5.700000000000004619e+00,-5.506855425976339147e-01
5.800000000000004263e+00,-4.646021794137534244e-01
5.900000000000003908e+00,-3.738766648302327411e-01
6.000000000000004441e+00,-2.794154981989215858e-01
6.100000000000004974e+00,-1.821625042720906584e-01
6.200000000000004619e+00,-8.308940281749196965e-02
6.300000000000004263e+00,1.681390048435415369e-02
6.400000000000004796e+00,1.165492048504980505e-01
6.500000000000005329e+00,2.151199880878207349e-01
6.600000000000004974e+00,3.115413635133829073e-01
6.700000000000004619e+00,4.048499206166024100e-01
6.800000000000005151e+00,4.941133511386128219e-01
6.900000000000005684e+00,5.784397643882045470e-01
7.000000000000005329e+00,6.569865987187930578e-01
7.100000000000004974e+00,7.289690401258795971e-01
7.200000000000005507e+00,7.936678638491564408e-01
7.300000000000006040e+00,8.504366206285677299e-01
7.400000000000005684e+00,8.987080958116292484e-01
7.500000000000005329e+00,9.379999767747406736e-01
7.600000000000005862e+00,9.679196720314878766e-01
7.700000000000006395e+00,9.881682338770013674e-01
7.800000000000006040e+00,9.985433453746053178e-01
7.900000000000005684e+00,9.989413418397717903e-01
8.000000000000007105e+00,9.893582466233807882e-01
8.100000000000006750e+00,9.698898108450846323e-01
8.200000000000006395e+00,9.407305566797706797e-01
8.300000000000006040e+00,9.021718337562910639e-01
8.400000000000005684e+00,8.545989080882777644e-01
8.500000000000007105e+00,7.984871126234860395e-01
8.600000000000006750e+00,7.343970978741085620e-01
8.700000000000006395e+00,6.629692300821780071e-01
8.800000000000007816e+00,5.849171928917559216e-01
8.900000000000007461e+00,5.010208564578785273e-01
9.000000000000007105e+00,4.121184852417500988e-01
9.100000000000006750e+00,3.190983623493453547e-01
9.200000000000006395e+00,2.228899141002407269e-01
9.300000000000007816e+00,1.244544235070546567e-01
9.400000000000007461e+00,2.477542545335066279e-02
9.500000000000007105e+00,-7.515112046181639249e-02
9.600000000000008527e+00,-1.743267812229883917e-01
9.700000000000008171e+00,-2.717606264109510006e-01
9.800000000000007816e+00,-3.664791292519350430e-01
9.900000000000007461e+00,-4.575358937753276622e-01
